0.000000E0	
1.666667E-2	4.922551E-2
3.333333E-2	1.663938E-1
5.000000E-2	5.358591E-1
6.666667E-2	6.658466E-1
8.333333E-2	5.898666E-1
1.000000E-1	7.672880E-1
1.166667E-1	1.015363E0
1.333333E-1	1.531461E0
1.500000E-1	1.715978E0
1.666667E-1	1.591420E0
1.833333E-1	1.675362E0
2.000000E-1	1.893491E0
2.166667E-1	2.178084E0
2.333333E-1	2.293117E0
2.500000E-1	2.541953E0
2.666667E-1	2.658573E0
2.833333E-1	2.668013E0
3.000000E-1	2.988921E0
3.166667E-1	3.295388E0
3.333333E-1	3.193567E0
3.500000E-1	3.412059E0
3.666667E-1	3.913554E0
3.833333E-1	3.917586E0
4.000000E-1	3.865602E0
4.166667E-1	3.933019E0
4.333333E-1	3.708829E0
4.500000E-1	4.128908E0
4.666667E-1	4.587237E0
4.833333E-1	4.031600E0
5.000000E-1	4.434074E0
5.166667E-1	5.177448E0
5.333333E-1	4.818511E0
5.500000E-1	4.981665E0
5.666667E-1	5.344529E0
5.833333E-1	4.910465E0
6.000000E-1	5.197194E0
6.166667E-1	5.516514E0
6.333333E-1	5.070697E0
6.500000E-1	5.664265E0
6.666667E-1	6.206526E0
6.833333E-1	6.111895E0
7.000000E-1	6.273087E0
7.166667E-1	6.422853E0
7.333333E-1	6.186083E0
7.500000E-1	6.270244E0
7.666667E-1	6.525983E0
7.833333E-1	5.921183E0
8.000000E-1	6.174711E0
8.166667E-1	
