0.000000E0	
1.666667E-2	1.079452E-1
3.333333E-2	4.788020E-1
5.000000E-2	6.487411E-1
6.666667E-2	4.726632E-1
8.333333E-2	6.886504E-1
1.000000E-1	1.312233E0
1.166667E-1	1.550549E0
1.333333E-1	1.289098E0
1.500000E-1	1.318833E0
1.666667E-1	1.781595E0
1.833333E-1	1.916729E0
2.000000E-1	1.974123E0
2.166667E-1	2.251110E0
2.333333E-1	2.567918E0
2.500000E-1	2.625023E0
2.666667E-1	2.702839E0
2.833333E-1	3.048781E0
3.000000E-1	2.941724E0
3.166667E-1	3.097791E0
3.333333E-1	3.422325E0
3.500000E-1	3.146614E0
3.666667E-1	3.528375E0
3.833333E-1	4.109249E0
4.000000E-1	3.824606E0
4.166667E-1	3.789925E0
4.333333E-1	4.321113E0
4.500000E-1	4.564276E0
4.666667E-1	4.463208E0
4.833333E-1	4.518820E0
5.000000E-1	4.453758E0
5.166667E-1	4.844732E0
5.333333E-1	4.944320E0
5.500000E-1	4.418270E0
5.666667E-1	5.221336E0
5.833333E-1	5.587954E0
6.000000E-1	5.345410E0
6.166667E-1	5.255024E0
6.333333E-1	5.484050E0
6.500000E-1	5.225493E0
6.666667E-1	5.297661E0
6.833333E-1	6.811287E0
7.000000E-1	6.414789E0
7.166667E-1	5.728652E0
7.333333E-1	6.267262E0
7.500000E-1	6.185264E0
7.666667E-1	6.188150E0
7.833333E-1	6.529004E0
8.000000E-1	6.256722E0
8.166667E-1	
