0.000000E0	
1.789227E-2	1.506301E-2
3.578454E-2	3.318418E-2
5.367681E-2	4.616316E-2
7.156909E-2	7.346993E-2
8.946136E-2	4.390143E-1
1.073536E-1	6.411361E-1
1.252459E-1	4.775059E-1
1.431382E-1	6.796631E-1
1.610304E-1	1.024060E0
1.789227E-1	1.971775E0
1.968150E-1	2.256337E0
2.147073E-1	1.759796E0
2.325995E-1	1.787597E0
2.504918E-1	1.685178E0
2.683841E-1	1.694282E0
2.862763E-1	2.415166E0
3.041686E-1	2.528700E0
3.220609E-1	2.249304E0
3.399532E-1	2.746957E0
3.578454E-1	2.839282E0
3.757377E-1	2.733749E0
3.936300E-1	3.076905E0
4.115222E-1	4.916237E0
4.294145E-1	5.210592E0
4.473068E-1	3.711694E0
4.651991E-1	3.523581E0
4.830913E-1	3.818054E0
5.009836E-1	3.952192E0
5.188759E-1	3.911602E0
5.367681E-1	4.237867E0
5.546604E-1	4.264588E0
5.725527E-1	4.101466E0
5.904450E-1	4.413605E0
6.083372E-1	4.677946E0
6.262295E-1	4.512749E0
6.441218E-1	4.732989E0
6.620141E-1	7.393825E0
6.799063E-1	7.474234E0
6.977986E-1	5.430160E0
7.156909E-1	5.600897E0
7.335831E-1	5.201792E0
7.514754E-1	5.522585E0
7.693677E-1	5.375822E0
7.872600E-1	5.413195E0
8.051522E-1	6.139330E0
8.230445E-1	5.915030E0
8.409368E-1	5.709020E0
8.588290E-1	5.937777E0
8.767213E-1	
